user_id,query,region,domain,description,engine,emails,phones,dateOfSearch
3,поставщик упаковки для камамбер,225,https://yarus-market.ru,"Материал: Натуральный шпон Свойства: Круглая деревянная коробка из шпона подходит для упаковки и хранения сыра Камамбер, Бри и других подобных мягких сыров с плесенью.",yandex,"['astrahan@yarus-market.ru', 'barn@yarus-market.ru', 'bel@yarus-market.ru', 'chel@yarus-market.ru', 'ekb@yarus-market.ru', 'irk@yarus-market.ru', 'kazan@yarus-market.ru', 'kem@yarus-market.ru', 'khb@yarus-market.ru', 'korolev@yarus-market.ru', 'krasnodar@yarus-market.ru', 'krasnoy@yarus-market.ru', 'kursk@yarus-market.ru', 'lipeck@yarus-market.ru', 'lyubertsy@yarus-market.ru', 'msk@yarus-market.ru', 'mytishchi@yarus-market.ru', 'nn@yarus-market.ru', 'novk@yarus-market.ru', 'nsk@yarus-market.ru', 'omsk@yarus-market.ru', 'perm@yarus-market.ru', 'rnd@yarus-market.ru', 'ros@yarus-market.ru', 'ryazan@yarus-market.ru', 'samara@yarus-market.ru', 'saratov@yarus-market.ru', 'sevastopl@yarus-market.ru', 'simf@yarus-market.ru', 'sochi@yarus-market.ru', 'spb@yarus-market.ru', 'stavropol@yarus-market.ru', 'tomsk@yarus-market.ru', 'tula@yarus-market.ru', 'tumen@yarus-market.ru', 'ufa@yarus-market.ru', 'vld@yarus-market.ru', 'volgograd@yarus-market.ru', 'voroneg@yarus-market.ru']","['+73422580203', '+73432279826', '+73452568740', '+73472249245', '+73512149781', '+73652669137', '+73812790143', '+73822609813', '+73833495835', '+73842780069', '+73843328879', '+73852556684', '+73912347457', '+73952436571', '+74212292539', '+74232397354', '+74712349835', '+74722257248', '+74732106234', '+74742370213', '+74872770629', '+74912559921', '+74952492406', '+74986815820', '+74986829043', '+74986829136', '+78126798727', '+78314351601', '+78435280227', '+78442968754', '+78452694106', '+78462500740', '+78512442728', '+78619914835', '+78624440895', '+78632850932', '+78652257617', '+79780962231']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://cheasy.ru,"Высококачественная коробочка из тополя для Камамбера размера 10 см в диаметре, сшита скобой. Купить коробку из натурального шпона для сыра в Москве, доставка по России.",yandex,['info@cheasy.ru'],['+74951087955'],02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://syromaniya.ru,"Размеры: диаметр - 12 см, высота бортика - 3,2 см. Производитель: Россия. Небольшая коробка для сыра камамбер традиционного размера. Подходит для головок с диаметром до 12 см. Изготовлена из бука, сшита скобой (без клея). Материал: бук. Размеры: диаметр - 12 см, высота бортика - 3,2 см. Производитель: Россия.",yandex,"['info@syromaniya.ru', 'moskva@syromaniya.ru', 'partner@syromaniya.ru']","['+73833754549', '+74993941987', '+78005503323']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://upakovkatorg.ru,"Применяется для упаковки, транспортировки и хранения сыра Камамбер. Изготавливается без клея, собирается с помощью скоб, имеет традиционный( классический) размер, который подходит для головок сыра D=11 см и высотой h=3 см. Сфера применения: Хранение, транспортировка, продажа сыра Камамбер.",yandex,['info@upakovkatorg.ru'],"['+73012379812', '+73022217827', '+73412271648', '+73422584460', '+73432279686', '+73452568574', '+73472249701', '+73512143690', '+73532387642', '+73812790472', '+73822609067', '+73833499281', '+73842780691', '+73843328882', '+73852556489', '+73912347044', '+73952436271', '+74112318812', '+74212358783', '+74232390689', '+74712349419', '+74722232685', '+74732602067', '+74742286796', '+74822452437', '+74832729897', '+74852208478', '+74872338249', '+74912202133', '+74956692241', '+74986815813', '+74986815850', '+74986815960', '+74986829150', '+77172696791', '+78126789764', '+78314351809', '+78332255609', '+78412458107', '+78422214188', '+78435280767', '+78442968845', '+78452694237', '+78462500329', '+78482379388', '+78512442899', '+78552253087', '+78619914716', '+78624440425', '+78632850835', '+78652257713', '+79787094775']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://pro-syr.ru,Бумага для камамбера двухслойная оригинальная французская - купить в магазине Про Сыр с доставкой по РФ.,yandex,['info@pro-syr.ru'],"['+74996775870', '+78003029350', '+79109700500']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://yes-upak.ru,"Ес упак предлагает упаковку для сыра: вакуумный пакет и термоусадочный пакет, флоу-пак, сыр в термоусадочном пакете под клипсой, трехшовный пакет для копченого сыра с еврослотом, плёнка для упаковки сыра любого сорта и форм фасовки. Минимальный тираж с печатью от 10 000 шт. Изготовим сырную упаковку на заказ нестандартных размеров и/или с вашим дизайном.",yandex,['info@yes-upak.ru'],"['+74951222025', '+78126799514', '+78314222594']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://edaprof.ru,"Двухслойная бумага для упаковки сыра с плесенью подходит для мягких и полумягких сортов (например, Камамбер, Бри, Рокфор, Дорблю, Горгонзола, Камбоцола, Валансе). Бумага для сыров позволяет создать оптимальный микроклимат внутри упаковки: поддержать температуру, воздухообмен, влажность. Бумага для плесневелых сыров с микроперфорированным слоем БОПП поддерживает оптимальную среду, обеспечивающую дозревание и хранение продукта.",yandex,['info@edaprof.ru'],"['+74951233001', '+78126789774']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://enterflex.ru,Бумага для сыра камамбер двухслойная перфорированная - купить с доставкой по РФ для упаковки и вызревания мягких сыров с белой плесенью. Упаковка 10 лист - поставка со склада и под заказ оптом.,yandex,"['enterflex@mail.ru', 'info@enterflex.ru']","['+74967637240', '+79776043598', '+79777213706', '+79779500509']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://edlw.ru,"Упаковка для сыра играет ключевую роль в сохранении его свежести, вкуса и качества. Правильно подобранная упаковка помогает предотвратить загрязнение, порчу и продлевает срок хранения. В этом блоке мы рассмотрим различные типы упаковки для сыра, их особенности и преимущества.",yandex,"['info@edlw.ru', 'msk@edlw.ru']","['+375299999999', '+74955035288', '+78127403065']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://all4cheese.ru,"Купить бумагу для камамбера и других сыров с белой плесенью 25х25 см. Дышащая, водоотталкивающая бумага для хранения и созревания.",yandex,"['info@all4cheese.ru', 'support@all4cheese.ru']","['+79123456789', '+79995354565']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://coolgradus.ru,"Коробка для Камамбера стандартная 120х35мм, 5 шт в упаковке Артикул: 2375.",yandex,"['coolgradus-opt@yandex.ru', 'coolgradusbeer@yandex.ru']","['+74951205080', '+79262711260']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://cheese-label.com,"Применяется для созревания и хранения мягких сыров с плесенью: бри, камамбер и др. Минеральный наполнитель.",yandex,['label@only-pak.ru'],['+74954143583'],02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://adlogo.ru,"В наборе 5 предметов:разделочная доска с поворотным механизмом и местом для хранения ножей;нож-лопатка для мягкого сыра;нож-топорик для твердых сыров;вилка для сыра;листовидный нож для сыра твердых сортов.Доска и рукоятки ножей выполнены из каучукового дерева, лезвия — из высококачественной нержавеющей стали.",yandex,['info@adlogo.ru'],"['+78124241600', '+78126330704']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://supl.biz,"Упаковочная бумага для сыров типа Бри и Камамбер идеально подходит для созревания и хранения сыров с белой плесенью. Материал FPO обладает всеми необходимыми свойствами для фасовки сыров, особенно мягких и полумягких сортов с благородной плесенью: Экологически безвредная, биоразлагаемая упаковка класса премиум для сыроделия, удерживает развитие грибков на сыре, позволяя плесени оставаться активной, продлевает срок годности продукта за счёт исключения потери влаги...",yandex,"['info@supl.biz', 'info@supl.online']","['+375296481927', '+77017330440']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://b2b-postavki.ru,Поиск поставщиков товаров 2025.,yandex,['info@b2b-postavki.ru'],['+78005513763'],02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://artia.ru,Для рекламных агентств скидка. Набор для сыра «Камамбер» по цене 3475.00 руб. (артикул 3371).,yandex,['zakaz@artia.ru'],"['+74956277711', '+79265442225']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://gfc-russia.ru,"Сыр «Камамбер» (молоко нормализованное, соль пищевая, мезофильные и термофильные заквасочные микроорганизмы, культура плесени Penicillium Candidum, культура плесени Geotrichum Candidum, молокосвертывающий ферментный препарат микробного происхождения); сухари панировочные (мука пшеничная в/с, вода, дрожжи); вода питьевая; панировочная смесь (мука пшеничная, яичный порошок, крахмал кукурузный, соль, молоко сухое обезжиренное, разрыхлитель гидрокарбонат натрия), масло подсолнечное",yandex,"['astrahan@gfc-russia.ru', 'azimut.68@mail.ru', 'gfmurmansk@mail.ru', 'izhevsk@gfc-russia.ru', 'krasnodar@gfc-russia.ru', 'makhachkala@gfc-russia.ru', 'marketing@gfc-russia.ru', 'msk@gfc-russia.ru', 'novorossiysk@gfc-russia.ru', 'penza@gfc-russia.ru', 'rostov@gfc-russia.ru', 'samara@gfc-russia.ru', 'saratov@gfc-russia.ru', 'sochi@gfc-russia.ru', 'spb@gfc-russia.ru', 'volgograd@gfc-russia.ru', 'voronezh@gfc-russia.ru']","['+73412770062', '+74732110100', '+78004441453', '+78005504183', '+78123175006', '+78412236645', '+78442200519', '+78452397401', '+78462110430', '+78612062205', '+78612062209', '+78625552601', '+78633201003', '+79021928878', '+79115993239', '+79667448888']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://festima.ru,"Двуxслойная бумaга для созревания и хpанeния сыpа Клaссичecкaя упaкoвкa для cозревaния и хрaнeния мягких сыров, сыpoв c плeсенью из коровьeго и козьeгo мoлока. Сocтав бумаги: Нaружный cлoй: бeлый полипpопилeн 20µ (микрoн) c микрoпepфоpaцией 6х6 мм; Внутрeнний cлой: мaтoвый бeлeный кpафт парафинированный.",yandex,['dev@festima.ru'],[],02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://syrover.ru,,yandex,"['magazin@syrover.com', 'magazin@syrover.ru']","['+78006006726', '+78006006781', '+79689344811', '+79999999999']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://from-zhukovka.ru,,yandex,['info@from-zhukovka.ru'],['+78003507885'],02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://dprofile.ru,"Серия упаковки для фермерского сыра «Камамбер». Дизайн упаковки был разработан для экоферы, которая производит сыры и другую эко-продукцию.",yandex,"['atata@dprofile.ru', 'education@dprofile.ru', 'hello@dprofile.ru', 'hello@wemakefab.ru', 'pr@wemakefab.ru', 'v.kovalev@wemakefab.ru']",[],02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://syrodelie.com,,yandex,"['info@syrodelie.com', 'moizakaz@syrodelie.com']","['+74993502713', '+79851424949']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://cans.ru,,yandex,['info@cans.ru'],['+74957974455'],02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://alti.pro,"Camembert в хрустящей панировке от ALTI – аппетитная закуска, которая станет одним из любимейших блюд гостей ресторанов и кафе.",yandex,"['info@alti.pro', 'sales@alti.pro']",['+78002349097'],02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://cosmopack.ru,"Cosmopack Pro group — поставщик упаковки для косметики, бытовой химии и парфюмерии.",yandex,['info@cosmopack.ru'],"['+74992838818', '+79856626540']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://ucangifts.ru,"В наборе 5 предметов:<ul class=""list""><li>разделочная доска с поворотным механизмом и местом для хранения ножей;</li><li>нож-лопатка для мягкого сыра;</li><li>нож-топорик для твердых сыров;</li><li>вилка для сыра;</li><li>листовидный нож для сыра твердых сортов.</li></ul>Доска и рукоятки ножей выполнены из каучукового дерева, лезвия — из высококачественной нержавеющей стали.",yandex,"['belga@ucangifts.ru', 'denis@ucangifts.ru', 'dk@ucangifts.ru', 'info@ucangifts.ru', 'kudri@ucangifts.ru', 'li@ucangifts.ru', 'musina@ucangifts.ru', 'nina@ucangifts.ru', 'oa@ucangifts.ru', 'pb@ucangifts.ru', 'skokova@ucangifts.ru', 'tt@ucangifts.ru']","['+74951207038', '+78005551789', '+79037262224', '+79252559310', '+79255998226', '+79261262947', '+79269206202', '+79362228226']",02-10-2025 16:11:32
3,поставщик упаковки для камамбер,225,https://korrex.ru,Упаковка для тортов и пирожных.,yandex,['info@korrex.ru'],"['+73433102430', '+78005005770']",02-10-2025 16:11:32
