user_id,query,region,domain,description,engine,emails,phones,dateOfSearch
3,производитель этикетки из сульфитной бумаги,149,https://polyprint.by,Сухая этикетка изготавливается методом офсетной печати на различных видах бумаги.,yandex,"['aleksandr.dyabkin@polyprint.by', 'dmitriy.livshits@polyprint.by', 'dmitry.borisevich@polyprint.by', 'ekaterina.zelenko@polyprint.by', 'info@polyprint.by', 'kseniya.kuranova@polyprint.by', 'natalia.kapranova@polyprint.by']","['+375177420666', '+375177421025', '+375291272080', '+375333427514', '+74951085032']",01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://post-pak.ru,Офисная бумага. Этикетки А4 пачка 100 л. Чехлы для банковских карт. Услуги производства.,yandex,['mail@post-pak.ru'],"['+74996474813', '+78123394596', '+78129261614', '+79119261614']",01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://tipografia.by,"Этикетка представляет собой лист бумаги, ткани, металла или другого материала, на котором изображена официальная информация о продукте (дата, название, срок годности, состав, способ применения), а также зачастую призыв к её употреблению. Основные функции этикетки сегодня – информация и реклама. Изготовление этикеток должно происходить с учётом специфики продукта и срока службы изделия или срока годности продукта.",yandex,"['081200@mail.ru', 'info@tipografia.by', 'novik2@tut.by', 'o.bush@mail.ru', 'vik_mv@mail.ru']","['+375173250973', '+375291461298', '+375293538352', '+375296140880', '+375447502676']",01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://unimark.by,"Наша специализация — производство самоклеящихся термотрансферных этикеток, бирок, наклеек контроля вскрытия и пломб для самостоятельной и заказной печати; поставка термотрансферных принтеров, сканеров штрих-кодов. аппликаторов и прочего оборудования для маркировки; маркировка провода и кабеля, термоусадочные трубки и изделия: печать маркеров, нарезка мерными отрезками и т.п. поставка красящих лент для термотрансферной печати.",yandex,['info@unimark.by'],"['+375172504545', '+375295583030', '+375445583030']",01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://yes-upak.ru,"Печать флексо, цифровая, офсетная. Полиграфия. Широкий ассортимент этикеток: из различных видов бумаги, пленки, а также синтетические и термоусадочные этикетки. Сухие этикетки изготавливаются из полипропилена или бумаги. Минимальный заказ: от 5000 этикеток, сроки и условия индивидуальны для заказа.",yandex,['info@yes-upak.ru'],"['+74951222025', '+78126799514', '+78314222594']",01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://gala-poly.by,"Яркая наклейка привлекает внимание покупателей и повышает узнаваемость бренда. В на сайте «ГалаПолиграф» вы сможете заказать самоклеящиеся этикетки в Беларуси по доступной цене. Данное изделие представляет собой этикетку из ткани или бумаги с клеевым слоем. Он крепится к продукту и может содержать основную информацию о составе, сроках хранения и производителе.",yandex,"['dasha@gala-poly.ru', 'diana@gala-poly.com', 'info@gala-poly.com', 'julia@gala-poly.com', 'olga@gala-poly.com', 'yulia@gala-poly.com']",['+375298285555'],01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://printoptima.ru,"Тонкая крепированная бумага, изготовленная из небеленой сульфитной целлюлозы древесной массы и макулатуры для прокладки и упаковывания различных изделий.",yandex,['info@printoptima.ru'],['+74956693569'],01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://price-etiketka.ru,"Печать этикеток - сухая бумага для овощной консервации. Просчет этикетки 70x80, тираж, сухая, плотность бумаги - 75 грамм.",yandex,"['info@price-etiketka.ru', 'msk@price-etiketka.ru']","['+73432279538', '+73842780028', '+74722256916', '+74955874480', '+78126789520', '+78314351388', '+79781261651', '+79999999999']",01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://uniflex.by,"Для производства этикеточной продукции мы применяем флексографическую, цифровую и трафаретную печать, а также все виды отделки: конгрев, лакировку, горячее и холодное тиснение фольгой, в том числе голографической. При выборе материалов и клеев мы учитываем все особенности оборудования для этикетировки тары, требуемую прозрачность материала, прочность адгезии и среду конечной эксплуатации продукции: воздействие масел, кислот и других химических веществ.",yandex,['info@uniflex.by'],"['+375175003900', '+375175003901']",01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://etiketka.com.by,"Производство этикетки сертифицировано на соответствие стандартам качества, продукция и сырье имеет гигиенические сертификаты.",yandex,"['anna_vasilenko@ntsretail.by', 'ntspoligrafia@mail.ru', 'priemnaya@ntsretail.by']","['+375173171533', '+375232246244', '+375234065189', '+375296109157', '+375445359125', '+375447774014']",01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://prodavan.by,"Этикетки TOP изготовлены из белой бумаги, не содержащей древесину. Они отличаются от этикеток ЭКО наличием двухстороннего термоустойчивого покрытия, которое защищает их от смазывания. Благодаря этим особенностям, этикетки TOP более устойчивы к жирам и воде, поэтому они подходят для маркировки товаров, хранящихся в неблагоприятных условиях, таких как морозильные камеры с температурой до -18 градусов по Цельсию, или для длительной транспортировки.",yandex,['info@prodavan.by'],"['+375255016878', '+375293117292']",01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://fidea.by,"Термотрансферные этикетки – это этикетки, информация на которые наносится с помощью специальной красящей ленты, называемой. риббоном, что значительно расширяет спектр печатных материалов (обычная бумага, покрытая лаком бумага, картон, полиэтилен,полипропилен, нейлон, синтетические материалы и т.д.), появляется возможность оперативной цветной печати.",yandex,"['fidea.marketing@gmail.com', 'mail@airis.spb.ru']","['+375173546988', '+375173746611', '+375173775960', '+375296842312', '+78123359535']",01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://rm-c.by,"Правильно, внимательно изучают этикетку. Производитель, дата изготовления и срок годности, стоимость и состав – все это важная информация, которую можно нанести на этикетку. Самоклеящиеся этикетки состоят из 3 слоев",yandex,['info@rm-c.by'],"['+375172025847', '+375173105847', '+375297637065', '+375333755745']",01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://belsticker.by,"Производство этикеток, стикеров, товарных ярлыков производится только из качественных, безопасных и сертифицированных материалов.",yandex,['info@belsticker.by'],['+375296952954'],01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://amtera.by,"Этикетка содержит всю необходимую информацию о продукте – наименование и название производителя, дату изготовления и срок хранения, сортность, состав и прочее.",yandex,['amtera-s@mail.ru'],"['+375292418541', '+375339918541']",01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://belalfaplus.by,Самоклеящиеся этикетки на бумаге являются самым распространенным и доступным вариантом.,yandex,['belalfaplus@gmail.com'],"['+375172150071', '+375172150073', '+375172150074', '+375291410074', '+375291450038', '+375291450073', '+79101012109']",01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://aversys.by,"Этикетка из полипропилена может быть белой, цветной, прозрачной. Данный тип этикеток используется в средах, где использование бумажных этикеток невозможно - повышенная влажность, низкие температуры, агрессивное механическое воздействие, взаимодействие с химическими растворами, лаками и красками.",yandex,"['1d7d0a2217a04496808b11f7603693e5@sentry-next.wixpress.com', '1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', '78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com', '8c4075d5481d476e945486754f783364@sentry.io', '8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com', '9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com', 'info@aversys.by']","['+375173544415', '+375291114415', '+375291779900']",01-10-2025 00:57:54
3,производитель этикетки из сульфитной бумаги,149,https://imflex.ru,,yandex,['aparova@imflex.ru'],"['+78002509586', '+79169510052', '+79222888678', '+79999999999']",01-10-2025 00:57:54
