user_id,query,region,domain,description,engine,emails,phones,dateOfSearch
3,Минская область,149,https://ruwiki.ru,,yandex,['info@ruwiki.ru'],[],13-10-2025 16:10:35
3,Минская область,149,https://minsk-region.gov.by,Минский областной исполнительный комитет. Герб Минской области. Новости. Руководство.,yandex,"['pisma@minsk-region.gov.by', 'site_moik@minsk-region.gov.by']","['+375173272415', '+375175004137']",13-10-2025 16:10:35
3,Минская область,149,https://mchs.gov.by,"По оперативным данным, в Крупском районе Минской области повреждены кровли 3 частных и 2 многоквартирных жилых домов, 1 административного здания. Зафиксированы 6 случаев падения деревьев в Борисовском, Воложинском, Пуховичском и Смолевичском районах.",yandex,"['mail@mchs.gov.by', 'pressa@mchs.gov.by', 'presscenter@mchs.gov.by']","['+375172293579', '+375173060915']",13-10-2025 16:10:35
3,Минская область,149,https://realt.by,"Города, населенные пункты, деревни, поселки и хутора Минской области на подробной карте. Карта автомобильных дорог Минской области со спутника.",yandex,['info@realt.by'],"['+375173882525', '+375255064455', '+375293064455', '+375333004455']",13-10-2025 16:10:35
3,Минская область,149,https://planetabelarus.by,"Достопримечательности Минской области. Минская область расположена в центре Беларуси и обладает чрезвычайно развитой инфраструктурой туризма. Здесь находятся курорты «Нарочь», «Криница», более 60 курортных зон, спортивные комплексы «Раубичи», «Логойск», «Стайки», Национальный парк «Нарочанский», Березинский биосферный заповедник, заказник «Селява», Красносельское охотничье хозяйство, государственные...",yandex,['smplytkevich@gmail.com'],"['+375296698551', '+375445216226']",13-10-2025 16:10:35
3,Минская область,149,https://mlyn.by,"Информационное агентство ""Минская правда"" использует на своём сайте анонимные данные, передаваемые с помощью файлов cookie.",yandex,['info@mlyn.by'],"['+375173111659', '+375173119500', '+375173119511', '+375291070762', '+375291510208', '+375445001911', '+375445510259']",13-10-2025 16:10:35
3,Минская область,149,https://welcometobelarus.ru,"Достопримечательности Минской области В области находится 670 объектов, которые включены в список историко-культурных ценностей Беларуси. Во время экскурсий по Минской области можно посетить музеи и театры, заняться популярными видами спорта, познакомиться с культурой Беларуси разных эпох. Одна из визитных карточек туристической Беларуси - Несвижский дворцово-парковый комплекс расположен в Минской области.",yandex,['info@tristolicy.by'],"['+375295650030', '+375295653333', '+375336030333', '+375336030533']",13-10-2025 16:10:35
3,Минская область,149,https://sputnik.by,"Следующая точка на карте Минской области обязательная для посещения – это город Борисов (почти 75 км от Минска), который известен далеко за пределами страны. Именно рядом с Борисовом в 1812 году состоялась решающая битва между наполеоновской и русской армиями и проходила легендарная переправа через реку Березину, которая унесла тысячи жизней.",yandex,['media@sputniknews.com'],['+74956456601'],13-10-2025 16:10:35
3,Минская область,149,https://vetliva.ru,"Где: город Несвиж, Несвижский район, Минская область. Дворцово-парковый комплекс в Несвиже. Несвижский дворец — настоящая классика на все времена.",yandex,['support@vetliva.com'],"['+375291154949', '+74956681126']",13-10-2025 16:10:35
3,Минская область,149,https://belkraj.by,"Карта автомобильных дорог Минской области со спутника. Подробная спутниковая карта Минской области с автомобильными дорогами, городами и поселками. На Яндекс карте со спутника вы можете просмотреть виртуальные панорамы городов Минской области.",yandex,['client@belkraj.by'],"['+375293332353', '+375336235369']",13-10-2025 16:10:35
3,Минская область,149,https://ria.ru,"Минская область. Читайте последние новости на тему в ленте новостей на сайте РИА Новости. Ветераны СВО из Ленобласти и члены их семей смогут проходить оздоровительные процедуры в Белоруссии, сообщает пресс-служба правительства региона.",yandex,"['internet-group@ria.ru', 'internet-group@rian.ru', 'moderator@ria.ru', 'moderator@rian.ru']",['+74956456601'],13-10-2025 16:10:35
3,Минская область,149,https://minoblturism.gov.by,Минская область приглашает! Всё для отличного отдыха и увлекательного туризма.,yandex,['usitminobl@minsk-region.gov.by'],"['+375175004537', '+375175168066', '+375175168073']",13-10-2025 16:10:35
3,Минская область,149,https://travelask.ru,На карте мира вы можете посмотреть где находится Минская область (Белоруссия). Интерактивная физическая карта представлена на русском языке с координатами и городами Белоруссии вокруг и столицей страны.,yandex,['hello@travelask.ru'],"['+74950044350', '+78007073717']",13-10-2025 16:10:35
3,Минская область,149,https://marshryt.by,"Маршрут.бел – Ваш личный гид по Минску и Минской области. Наш портал – содержательный и интересный путеводитель по Минску и окрестностям. Нами тщательно отобраны самые главные и интересные достопримечательности Минска, по которым мы ежедневно составляем увлекательные маршруты для жителей и гостей столицы.",yandex,['routebelarus@mail.ru'],[],13-10-2025 16:10:35
3,Минская область,149,https://xn--c1anggbdpdf.xn--p1ai,"Минская область. Площадь Минской области: 39,8 тыс. кв. км. Численность населения Минской области: 1 465,8 тыс. чел. Основные направления специализации Минской области: сельское хозяйство, промышленность, туризм. Крупнейшие предприятия Минской области: ОАО «Беларуськалий», ОАО «БЕЛАЗ». Базовые нормативно-правовые акты по сотрудничеству Минской области с регионами Российской Федерации.",yandex,"['mail@postcomsg.ru', 'mail@postkomsg.ru']","['+375172033006', '+375172037169', '+74959862650', '+74959862651', '+74959862652', '+74959862653', '+74959862654', '+74959862656', '+74959862658', '+74959862659', '+74959862664', '+74959862666', '+74959862668', '+74959862669', '+74959862671', '+74959862672', '+74959862673', '+74959862676', '+74959862677', '+74959862679', '+74959862686', '+74959862704', '+74959862707', '+74959862710', '+74959862728', '+74959862744', '+74959862751', '+74959862754']",13-10-2025 16:10:35
3,Минская область,149,https://tur-ray.ru,Содержание,yandex,['tur-ray@tur-ray.ru'],[],13-10-2025 16:10:35
3,Минская область,149,https://a-taurus.by,,yandex,['ataurusweb@mail.ru'],['+375336619676'],13-10-2025 16:10:35
